ocupacao,atividade,modelo,rodada,score,justificativa,timestamp
Pedreiro,Esquadrejar as alvenarias,gpt-4o-mini,1,1.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:51:07Z
Pedreiro,Esquadrejar as alvenarias,gpt-4o-mini,2,1.00,"LLM não executa esquadrejar, requer julgamento e interação humana.",2026-03-13T21:51:08Z
Pedreiro,Esquadrejar as alvenarias,claude-3-haiku-20240307,1,1.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:09Z
Pedreiro,Esquadrejar as alvenarias,claude-3-haiku-20240307,2,1.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:09Z
Pedreiro,Disponibilizar os materiais para a obra,gpt-4o-mini,1,1.00,LLM não executa a atividade de forma útil.,2026-03-13T21:51:10Z
Pedreiro,Disponibilizar os materiais para a obra,gpt-4o-mini,2,1.00,LLM não executa a atividade de forma útil.,2026-03-13T21:51:11Z
Pedreiro,Disponibilizar os materiais para a obra,claude-3-haiku-20240307,1,2.00,"A atividade pode ser parcialmente executada por LLMs, mas requer julgamento humano",2026-03-13T21:51:12Z
Pedreiro,Disponibilizar os materiais para a obra,claude-3-haiku-20240307,2,2.00,"A atividade pode ser parcialmente executada por LLMs, mas requer julgamento humano",2026-03-13T21:51:12Z
Pedreiro,Demolir edificações,gpt-4o-mini,1,0.00,Núcleo exige julgamento humano e manipulação física complexa.,2026-03-13T21:51:13Z
Pedreiro,Demolir edificações,gpt-4o-mini,2,0.00,Núcleo exige julgamento humano e manipulação física complexa.,2026-03-13T21:51:14Z
Pedreiro,Demolir edificações,claude-3-haiku-20240307,1,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:15Z
Pedreiro,Demolir edificações,claude-3-haiku-20240307,2,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:16Z
"Mecânico de manutenção de máquinas, em geral",Detectar possibilidade de falhas,gpt-4o-mini,1,1.00,"LLM pode auxiliar na análise, mas não detecta falhas diretamente.",2026-03-13T21:51:17Z
"Mecânico de manutenção de máquinas, em geral",Detectar possibilidade de falhas,gpt-4o-mini,2,1.00,"LLM pode auxiliar na análise, mas não detecta falhas diretamente.",2026-03-13T21:51:17Z
"Mecânico de manutenção de máquinas, em geral",Detectar possibilidade de falhas,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:18Z
"Mecânico de manutenção de máquinas, em geral",Detectar possibilidade de falhas,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:19Z
"Mecânico de manutenção de máquinas, em geral",Demonstrar capacidade de comunicação,gpt-4o-mini,1,1.00,"LLM pode auxiliar na comunicação, mas não substitui interação humana.",2026-03-13T21:51:19Z
"Mecânico de manutenção de máquinas, em geral",Demonstrar capacidade de comunicação,gpt-4o-mini,2,1.00,"LLM executa partes periféricas, mas não o núcleo da comunicação.",2026-03-13T21:51:20Z
"Mecânico de manutenção de máquinas, em geral",Demonstrar capacidade de comunicação,claude-3-haiku-20240307,1,2.00,"A atividade exige julgamento humano e interação complexa, mas LLMs podem apoiar",2026-03-13T21:51:21Z
"Mecânico de manutenção de máquinas, em geral",Demonstrar capacidade de comunicação,claude-3-haiku-20240307,2,2.00,"A atividade exige julgamento humano e interação complexa, mas LLMs podem apoiar",2026-03-13T21:51:21Z
"Mecânico de manutenção de máquinas, em geral",Sinalizar equipamentos e máquinas em manutenção,gpt-4o-mini,1,1.00,LLM não executa a sinalização física necessária.,2026-03-13T21:51:22Z
"Mecânico de manutenção de máquinas, em geral",Sinalizar equipamentos e máquinas em manutenção,gpt-4o-mini,2,1.00,LLM não executa a sinalização de forma útil.,2026-03-13T21:51:23Z
"Mecânico de manutenção de máquinas, em geral",Sinalizar equipamentos e máquinas em manutenção,claude-3-haiku-20240307,1,2.00,"A atividade exige julgamento humano e interação complexa, mas LLMs podem apoiar",2026-03-13T21:51:23Z
"Mecânico de manutenção de máquinas, em geral",Sinalizar equipamentos e máquinas em manutenção,claude-3-haiku-20240307,2,2.00,"A atividade exige julgamento humano e interação complexa, mas LLMs podem apoiar",2026-03-13T21:51:24Z
"Mecânico de manutenção de máquinas, em geral",Reutilizar matéria-prima de peças substituídas,gpt-4o-mini,1,1.00,LLM não executa a atividade de forma útil.,2026-03-13T21:51:25Z
"Mecânico de manutenção de máquinas, em geral",Reutilizar matéria-prima de peças substituídas,gpt-4o-mini,2,1.00,LLM não executa a atividade de forma útil.,2026-03-13T21:51:26Z
"Mecânico de manutenção de máquinas, em geral",Reutilizar matéria-prima de peças substituídas,claude-3-haiku-20240307,1,2.00,"A atividade exige julgamento humano e interação complexa, mas LLMs podem apoiar",2026-03-13T21:51:26Z
"Mecânico de manutenção de máquinas, em geral",Reutilizar matéria-prima de peças substituídas,claude-3-haiku-20240307,2,2.00,"A atividade exige julgamento humano e interação complexa, mas LLMs podem apoiar",2026-03-13T21:51:27Z
"Mecânico de manutenção de máquinas, em geral",Criar dispositivos para redução de riscos de acidentes,gpt-4o-mini,1,1.00,LLM não executa a criação de dispositivos de segurança.,2026-03-13T21:51:28Z
"Mecânico de manutenção de máquinas, em geral",Criar dispositivos para redução de riscos de acidentes,gpt-4o-mini,2,1.00,LLM não executa a criação de dispositivos de segurança.,2026-03-13T21:51:28Z
"Mecânico de manutenção de máquinas, em geral",Criar dispositivos para redução de riscos de acidentes,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:29Z
"Mecânico de manutenção de máquinas, em geral",Criar dispositivos para redução de riscos de acidentes,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:30Z
Técnico de enfermagem,Recomendar desembarque de pessoa doente e acidentada,gpt-4o-mini,1,1.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:51:30Z
Técnico de enfermagem,Recomendar desembarque de pessoa doente e acidentada,gpt-4o-mini,2,1.00,Núcleo exige julgamento humano e interação complexa significativa.,2026-03-13T21:51:31Z
Técnico de enfermagem,Recomendar desembarque de pessoa doente e acidentada,claude-3-haiku-20240307,1,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:32Z
Técnico de enfermagem,Recomendar desembarque de pessoa doente e acidentada,claude-3-haiku-20240307,2,1.00,A atividade requer julgamento humano complexo e interação humana.,2026-03-13T21:51:32Z
Técnico de enfermagem,Ajudar paciente a alimentar-se,gpt-4o-mini,1,1.00,Núcleo exige interação humana e julgamento complexo.,2026-03-13T21:51:33Z
Técnico de enfermagem,Ajudar paciente a alimentar-se,gpt-4o-mini,2,1.00,Núcleo exige interação humana e julgamento complexo.,2026-03-13T21:51:33Z
Técnico de enfermagem,Ajudar paciente a alimentar-se,claude-3-haiku-20240307,1,1.00,O núcleo da atividade exige julgamento humano e interação complexa com o,2026-03-13T21:51:34Z
Técnico de enfermagem,Ajudar paciente a alimentar-se,claude-3-haiku-20240307,2,1.00,O núcleo da atividade exige julgamento humano e interação complexa com o,2026-03-13T21:51:35Z
Técnico de enfermagem,"Verificar peso corporal, altura e/ou circunferência abdominal de paciente",gpt-4o-mini,1,1.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:51:35Z
Técnico de enfermagem,"Verificar peso corporal, altura e/ou circunferência abdominal de paciente",gpt-4o-mini,2,1.00,LLM não executa a atividade de forma útil.,2026-03-13T21:51:36Z
Técnico de enfermagem,"Verificar peso corporal, altura e/ou circunferência abdominal de paciente",claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano e interação complexa.,2026-03-13T21:51:36Z
Técnico de enfermagem,"Verificar peso corporal, altura e/ou circunferência abdominal de paciente",claude-3-haiku-20240307,2,2.00,"A atividade pode ser parcialmente executada por LLMs, mas requer julgamento humano",2026-03-13T21:51:37Z
Técnico de enfermagem,Aspirar cânula orotraqueal e de traqueostomia,gpt-4o-mini,1,0.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:51:38Z
Técnico de enfermagem,Aspirar cânula orotraqueal e de traqueostomia,gpt-4o-mini,2,0.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:51:38Z
Técnico de enfermagem,Aspirar cânula orotraqueal e de traqueostomia,claude-3-haiku-20240307,1,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:39Z
Técnico de enfermagem,Aspirar cânula orotraqueal e de traqueostomia,claude-3-haiku-20240307,2,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:40Z
Técnico de enfermagem,Calcular dosagem de medicamentos,gpt-4o-mini,1,3.00,"LLM pode calcular dosagens, mas validação humana é necessária.",2026-03-13T21:51:40Z
Técnico de enfermagem,Calcular dosagem de medicamentos,gpt-4o-mini,2,3.00,"LLM pode calcular dosagens, mas validação humana é necessária.",2026-03-13T21:51:41Z
Técnico de enfermagem,Calcular dosagem de medicamentos,claude-3-haiku-20240307,1,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:51:42Z
Técnico de enfermagem,Calcular dosagem de medicamentos,claude-3-haiku-20240307,2,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:51:44Z
Enfermeiro,Demonstrar capacidade de atentar a detalhes,gpt-4o-mini,1,1.00,Núcleo exige julgamento humano e interação complexa significativa.,2026-03-13T21:51:44Z
Enfermeiro,Demonstrar capacidade de atentar a detalhes,gpt-4o-mini,2,1.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:51:45Z
Enfermeiro,Demonstrar capacidade de atentar a detalhes,claude-3-haiku-20240307,1,1.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:46Z
Enfermeiro,Demonstrar capacidade de atentar a detalhes,claude-3-haiku-20240307,2,1.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:46Z
Enfermeiro,Participar de campanhas de combate aos agravos da saúde,gpt-4o-mini,1,1.00,"LLM pode auxiliar, mas não executa o núcleo da atividade.",2026-03-13T21:51:47Z
Enfermeiro,Participar de campanhas de combate aos agravos da saúde,gpt-4o-mini,2,1.00,"LLM pode auxiliar, mas julgamento e interação humana são essenciais.",2026-03-13T21:51:48Z
Enfermeiro,Participar de campanhas de combate aos agravos da saúde,claude-3-haiku-20240307,1,2.00,A atividade envolve julgamento humano e interação complexa.,2026-03-13T21:51:49Z
Enfermeiro,Participar de campanhas de combate aos agravos da saúde,claude-3-haiku-20240307,2,2.00,A atividade envolve julgamento humano e interação complexa.,2026-03-13T21:51:49Z
Enfermeiro,Avaliar resultados,gpt-4o-mini,1,2.00,"LLM pode auxiliar na avaliação, mas requer julgamento humano.",2026-03-13T21:51:50Z
Enfermeiro,Avaliar resultados,gpt-4o-mini,2,2.00,"LLM pode auxiliar na avaliação, mas requer julgamento humano.",2026-03-13T21:51:50Z
Enfermeiro,Avaliar resultados,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:51Z
Enfermeiro,Avaliar resultados,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:52Z
Enfermeiro,Organizar grupos de estudos,gpt-4o-mini,1,1.00,"LLM pode ajudar na organização, mas não no núcleo.",2026-03-13T21:51:52Z
Enfermeiro,Organizar grupos de estudos,gpt-4o-mini,2,1.00,"LLM pode ajudar na organização, mas não no núcleo.",2026-03-13T21:51:53Z
Enfermeiro,Organizar grupos de estudos,claude-3-haiku-20240307,1,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:54Z
Enfermeiro,Organizar grupos de estudos,claude-3-haiku-20240307,2,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:55Z
Enfermeiro,Monitorar processo de trabalho,gpt-4o-mini,1,1.00,"LLM não executa monitoramento, requer julgamento e interação humana.",2026-03-13T21:51:56Z
Enfermeiro,Monitorar processo de trabalho,gpt-4o-mini,2,1.00,"LLM não executa monitoramento, requer julgamento e interação humana.",2026-03-13T21:51:56Z
Enfermeiro,Monitorar processo de trabalho,claude-3-haiku-20240307,1,2.00,"A atividade exige julgamento humano e interação complexa, mas pode ser parcialmente",2026-03-13T21:51:57Z
Enfermeiro,Monitorar processo de trabalho,claude-3-haiku-20240307,2,2.00,"A atividade exige julgamento humano e interação complexa, mas pode ser parcialmente",2026-03-13T21:51:58Z
Vendedor de comércio varejista,Preencher relatório de perda de produtos,gpt-4o-mini,1,2.00,"LLM pode ajudar na documentação, mas julgamento humano é necessário.",2026-03-13T21:51:58Z
Vendedor de comércio varejista,Preencher relatório de perda de produtos,gpt-4o-mini,2,2.00,"LLM pode ajudar na documentação, mas julgamento humano é necessário.",2026-03-13T21:51:59Z
Vendedor de comércio varejista,Preencher relatório de perda de produtos,claude-3-haiku-20240307,1,2.00,"O LLM pode executar partes periféricas, mas o núcleo exige julgamento humano",2026-03-13T21:52:00Z
Vendedor de comércio varejista,Preencher relatório de perda de produtos,claude-3-haiku-20240307,2,2.00,"O LLM pode executar partes periféricas, mas o núcleo exige julgamento humano",2026-03-13T21:52:00Z
Vendedor de comércio varejista,Lidar com o público,gpt-4o-mini,1,1.00,LLM não lida com interação humana complexa necessária.,2026-03-13T21:52:01Z
Vendedor de comércio varejista,Lidar com o público,gpt-4o-mini,2,1.00,LLM não lida com interação humana complexa necessária.,2026-03-13T21:52:02Z
Vendedor de comércio varejista,Lidar com o público,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano e interação complexa com o público.,2026-03-13T21:52:02Z
Vendedor de comércio varejista,Lidar com o público,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano e interação complexa com o público.,2026-03-13T21:52:03Z
Vendedor de comércio varejista,Oferecer garantia suplementar,gpt-4o-mini,1,1.00,"LLM pode auxiliar, mas julgamento humano e interação são essenciais.",2026-03-13T21:52:04Z
Vendedor de comércio varejista,Oferecer garantia suplementar,gpt-4o-mini,2,1.00,"LLM pode auxiliar, mas julgamento humano e interação são essenciais.",2026-03-13T21:52:04Z
Vendedor de comércio varejista,Oferecer garantia suplementar,claude-3-haiku-20240307,1,2.00,"A atividade exige julgamento humano e interação complexa, mas LLMs podem executar",2026-03-13T21:52:05Z
Vendedor de comércio varejista,Oferecer garantia suplementar,claude-3-haiku-20240307,2,2.00,"A atividade exige julgamento humano e interação complexa, mas LLMs podem executar",2026-03-13T21:52:06Z
Vendedor de comércio varejista,Demonstrar flexibilidade,gpt-4o-mini,1,1.00,LLM não executa a flexibilidade necessária em vendas.,2026-03-13T21:52:07Z
Vendedor de comércio varejista,Demonstrar flexibilidade,gpt-4o-mini,2,1.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:52:07Z
Vendedor de comércio varejista,Demonstrar flexibilidade,claude-3-haiku-20240307,1,2.00,"A atividade exige julgamento humano e interação complexa, mas LLMs podem executar",2026-03-13T21:52:08Z
Vendedor de comércio varejista,Demonstrar flexibilidade,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano e interação complexa.,2026-03-13T21:52:09Z
Vendedor de comércio varejista,Orientar clientes,gpt-4o-mini,1,1.00,"LLM pode auxiliar, mas julgamento e empatia são essenciais.",2026-03-13T21:52:10Z
Vendedor de comércio varejista,Orientar clientes,gpt-4o-mini,2,1.00,"LLM pode ajudar, mas julgamento e empatia são essenciais.",2026-03-13T21:52:10Z
Vendedor de comércio varejista,Orientar clientes,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano e interação complexa com o cliente.,2026-03-13T21:52:11Z
Vendedor de comércio varejista,Orientar clientes,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano e interação complexa com o cliente.,2026-03-13T21:52:12Z
Cozinheiro geral,Aguçar visão,gpt-4o-mini,1,1.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:52:12Z
Cozinheiro geral,Aguçar visão,gpt-4o-mini,2,1.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:52:13Z
Cozinheiro geral,Aguçar visão,claude-3-haiku-20240307,1,1.00,"O LLM pode executar apenas partes periféricas da atividade, mas o núcleo",2026-03-13T21:52:14Z
Cozinheiro geral,Aguçar visão,claude-3-haiku-20240307,2,1.00,"O LLM pode executar apenas partes periféricas da atividade, mas o núcleo",2026-03-13T21:52:15Z
Cozinheiro geral,Zelar pelos equipamentos e utensílios,gpt-4o-mini,1,1.00,LLM não executa a atividade de forma útil.,2026-03-13T21:52:15Z
Cozinheiro geral,Zelar pelos equipamentos e utensílios,gpt-4o-mini,2,1.00,LLM não executa a atividade de forma útil.,2026-03-13T21:52:17Z
Cozinheiro geral,Zelar pelos equipamentos e utensílios,claude-3-haiku-20240307,1,1.00,O núcleo da atividade exige julgamento humano contextual.,2026-03-13T21:52:18Z
Cozinheiro geral,Zelar pelos equipamentos e utensílios,claude-3-haiku-20240307,2,1.00,O núcleo da atividade exige julgamento humano contextual.,2026-03-13T21:52:18Z
Cozinheiro geral,"Comunicar-se com o salão (garçom, maitre)",gpt-4o-mini,1,1.00,Núcleo exige interação humana complexa e julgamento contextual.,2026-03-13T21:52:19Z
Cozinheiro geral,"Comunicar-se com o salão (garçom, maitre)",gpt-4o-mini,2,1.00,LLM não executa comunicação interpessoal necessária no salão.,2026-03-13T21:52:20Z
Cozinheiro geral,"Comunicar-se com o salão (garçom, maitre)",claude-3-haiku-20240307,1,2.00,A comunicação com o salão exige julgamento e interação humana complexos.,2026-03-13T21:52:20Z
Cozinheiro geral,"Comunicar-se com o salão (garçom, maitre)",claude-3-haiku-20240307,2,2.00,A comunicação com o salão exige julgamento e interação humana complexos.,2026-03-13T21:52:21Z
Cozinheiro geral,Planejar rotina de limpeza,gpt-4o-mini,1,2.00,"LLM pode ajudar no planejamento, mas requer julgamento humano.",2026-03-13T21:52:22Z
Cozinheiro geral,Planejar rotina de limpeza,gpt-4o-mini,2,2.00,"LLM pode auxiliar no planejamento, mas requer julgamento humano.",2026-03-13T21:52:22Z
Cozinheiro geral,Planejar rotina de limpeza,claude-3-haiku-20240307,1,2.00,A atividade combina etapas padronizáveis com etapas que exigem julgamento humano.,2026-03-13T21:52:25Z
Cozinheiro geral,Planejar rotina de limpeza,claude-3-haiku-20240307,2,2.00,A atividade combina etapas padronizáveis com etapas que exigem julgamento humano.,2026-03-13T21:52:26Z
Cozinheiro geral,"Elaborar caldos, fundos e molhos básicos",gpt-4o-mini,1,2.00,"LLM pode auxiliar na receita, mas julgamento humano é necessário.",2026-03-13T21:52:27Z
Cozinheiro geral,"Elaborar caldos, fundos e molhos básicos",gpt-4o-mini,2,2.00,"LLM pode auxiliar na receita, mas julgamento humano é necessário.",2026-03-13T21:52:28Z
Cozinheiro geral,"Elaborar caldos, fundos e molhos básicos",claude-3-haiku-20240307,1,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:52:28Z
Cozinheiro geral,"Elaborar caldos, fundos e molhos básicos",claude-3-haiku-20240307,2,2.00,A atividade combina etapas padronizáveis com etapas que exigem julgamento humano.,2026-03-13T21:52:29Z
